"('쇠퇴', 'Noun')",0,
"('나쁘게', 'Adjective')",0,
"('편광', 'Noun')",1,
"('원한', 'Noun')",0,
"('실패하는', 'Adjective')",0,
"('수사학', 'Noun')",1,
"('불화', 'Noun')",0,
"('모순', 'Noun')",0,
"('강세', 'Noun')",1,
"('폐', 'Noun')",0,
"('강제', 'Noun')",0,"('인', 'Josa')"
"('휘발', 'Noun')",1,
"('좀비', 'Noun')",0,
"('잉여', 'Noun')",0,
"('예언', 'Noun')",,
"('성교', 'Noun')",,
"('밀집', 'Noun')","('한', 'Josa')",
"('거지', 'Noun')",,
"('탈선', 'Noun')",,
"('타도', 'Noun')",,
"('장애물', 'Noun')",,
"('종말', 'Noun')",,
"('제한', 'Noun')","('적', 'Suffix')",
"('엄', 'Noun')","('한', 'Josa')",
"('불쾌하게', 'Adjective')",,
"('황당한', 'Adjective')",,
"('학대', 'Noun')",,
"('풀린', 'Verb')",,
"('전연', 'Noun')",,
"('원료', 'Noun')",,
"('엉터리', 'Noun')",,
"('무지', 'Noun')",,
"('거절', 'Noun')",,
"('의심스러운', 'Adjective')",,
"('소원', 'Noun')",,
"('무모한', 'Adjective')",,
"('후방', 'Noun')","('의', 'Josa')",
"('한도', 'Noun')",,
"('정반대', 'Noun')","('로', 'Josa')",
"('야생', 'Noun')","('의', 'Josa')",
"('성급한', 'Adjective')",,
"('두통', 'Noun')",,
"('흐린', 'Verb')",,
"('상어', 'Noun')",,
"('디스', 'Noun')",,
"('단호', 'Noun')","('히', 'Adverb')",
"('굴욕', 'Noun')","('적', 'Suffix')","('인', 'Josa')"
"('굳어진', 'Verb')",,
"('광대', 'Noun')",,
"('질투', 'Noun')",,
"('억압', 'Noun')",,
"('실패', 'Noun')","('의', 'Josa')",
"('병든', 'Verb')",,
"('냉동', 'Noun')",,
"('break', 'Alpha')",,
"('절연', 'Noun')",,
"('생소한', 'Adjective')",,
"('빈민', 'Noun')",,
"('악의', 'Noun')","('적', 'Suffix')","('으로', 'Josa')"
"('매트', 'Noun')",,
"('도망', 'Noun')",,
"('기피', 'Noun')",,
"('공황', 'Noun')",,
"('하인', 'Noun')",,
"('편견', 'Noun')",,
"('찌르는', 'Verb')",,
"('알레르기', 'Noun')",,
"('순교', 'Noun')",,
"('드', 'Noun')","('래그', 'Noun')",
"('끊어진', 'Verb')",,
"('흠', 'Noun')",,
"('유해한', 'Adjective')",,
"('노', 'Noun')","('하여', 'Verb')",
"('교각', 'Noun')",,
"('고독', 'Noun')","('한', 'Josa')",
"('폐기', 'Noun')",,
"('착용', 'Noun')",,
"('진술', 'Noun')",,
"('지독한', 'Adjective')",,
"('저주받은', 'Verb')",,
"('선동', 'Noun')",,
"('불길한', 'Adjective')",,
"('매점', 'Noun')",,
"('롤러코스터', 'Noun')",,
"('치우친', 'Verb')",,
"('외상', 'Noun')",,
"('신병', 'Noun')",,
"('숨겨', 'Verb')",,
"('미정', 'Noun')",,
"('모순', 'Noun')","('된', 'Verb')",
"('기질', 'Noun')",,
"('거칠게', 'Verb')",,
"('흉상', 'Noun')",,
"('패자', 'Noun')",,
"('아이러니', 'Noun')","('하게도', 'Verb')",
"('아나키즘', 'Noun')",,
"('황', 'Noun')","('급히', 'Adjective')",
"('짐승', 'Noun')",,
"('어색한', 'Adjective')",,
"('어둡게', 'Adjective')",,
"('분기', 'Noun')","('하는', 'Verb')",
"('미', 'Adjective')","('확인', 'Noun')",
"('무책임한', 'Adjective')",,
"('만료', 'Noun')",,
"('남용', 'Noun')",,
"('걱정', 'Noun')","('하는', 'Verb')",
"('가난', 'Noun')",,
"('혼잡한', 'Adjective')",,
"('잔인하게', 'Adjective')",,
"('싸게', 'Verb')",,
"('불미', 'Noun')","('스러운', 'Josa')",
"('공모', 'Noun')",,
"('접시', 'Noun')",,
"('인성', 'Noun')",,
"('이교도', 'Noun')",,
"('비활', 'Noun')","('성', 'Suffix')",
"('무의식', 'Noun')","('적', 'Suffix')","('으로', 'Josa')"
"('굶어', 'Verb')",,
"('강조', 'Noun')","('된', 'Verb')",
"('폐허', 'Noun')",,
"('유행', 'Noun')","('하는', 'Verb')",
"('우울', 'Noun')",,
"('반증', 'Noun')",,
"('구부러진', 'Verb')",,
"('호전', 'Noun')","('적', 'Suffix')","('인', 'Josa')"
"('탐욕', 'Noun')",,
"('지체', 'Noun')",,
"('이', 'Determiner')","('기적', 'Noun')","('인', 'Josa')"
"('시끄러운', 'Adjective')",,
"('스케치', 'Noun')",,
"('서투른', 'Adjective')",,
"('붐비는', 'Verb')",,
"('묘', 'Noun')","('한', 'Josa')",
"('혼전', 'Noun')",,
"('악용', 'Noun')",,
"('실점', 'Noun')",,
"('속이는', 'Verb')",,
"('막연한', 'Adjective')",,
"('긴급한', 'Adjective')",,
"('구타', 'Noun')",,
"('감기', 'Noun')",,
"('활동가', 'Noun')",,
"('하강', 'Noun')",,
"('파괴', 'Noun')","('적', 'Suffix')","('인', 'Josa')"
"('주사위', 'Noun')",,
"('반역', 'Noun')",,
"('기발한', 'Adjective')",,
"('엉덩이', 'Noun')",,
"('순진한', 'Adjective')",,
"('상한', 'Noun')",,
"('비싸다', 'Adjective')",,
"('배신', 'Noun')",,
"('되다', 'Verb')",,
"('기근', 'Noun')",,
"('경합', 'Noun')",,
"('걱정', 'Noun')",,
"('가뭄', 'Noun')",,
"('형벌', 'Noun')",,
"('침입', 'Noun')","('하는', 'Verb')",
"('암', 'Noun')","('의', 'Josa')",
"('소문', 'Noun')",,
"('발포', 'Noun')",,
"('천공', 'Noun')",,
"('압박', 'Noun')",,
"('불쌍한', 'Adjective')",,
"('천한', 'Adjective')",,
"('자루', 'Noun')",,
"('살인', 'Noun')","('의', 'Josa')",
"('비하', 'Verb')",,
"('막힌', 'Verb')",,
"('침식', 'Noun')",,
"('이심률', 'Noun')",,
"('배신자', 'Noun')",,
"('헛된', 'Noun')",,
"('춥다', 'Noun')",,
"('불충분한', 'Adjective')",,
"('분개한', 'Adjective')",,
"('바리', 'Noun')",,
"('무너질', 'Verb')",,
"('못', 'VerbPrefix')","('된', 'Verb')",
"('단호', 'Noun')","('한', 'Josa')",
"('혼잡', 'Noun')",,
"('주름', 'Noun')",,
"('아랫', 'Modifier')",,
"('비꼬는', 'Verb')",,
"('블라인드', 'Noun')",,
"('불명예', 'Noun')","('스러운', 'Josa')",
"('무신론', 'Noun')",,
"('침착한', 'Adjective')",,
"('오만한', 'Adjective')",,
"('소외', 'Noun')",,
"('분출', 'Noun')",,
"('독재', 'Noun')","('의', 'Josa')",
"('늘어진', 'Verb')",,
"('나사', 'Noun')",,
"('그늘', 'Noun')",,
"('경쟁자', 'Noun')",,
"('회귀', 'Noun')",,
"('폭발물', 'Noun')",,
"('전치', 'Noun')",,
"('자지', 'Noun')",,
"('완고한', 'Adjective')",,
"('염증', 'Noun')",,
"('쓸모없는', 'Adjective')",,
"('싫어하여', 'Adjective')",,
"('부끄러운', 'Adjective')",,
"('화나게', 'Verb')",,
"('침수', 'Noun')",,
"('충만', 'Noun')","('한', 'Josa')",
"('좌절', 'Noun')",,
"('울타리', 'Noun')",,
"('배제', 'Noun')",,
"('무질서', 'Noun')","('한', 'Josa')",
"('농담', 'Noun')",,
"('힘', 'Noun')","('있는', 'Adjective')",
"('평민', 'Noun')","('의', 'Josa')",
"('파편', 'Noun')",,
"('터', 'Noun')","('무니', 'Noun')","('없는', 'Adjective')"
"('일', 'Modifier')","('탈', 'Noun')",
"('수고', 'Noun')",,
"('불', 'Noun')","('안정', 'Noun')",
"('보조', 'Noun')","('적', 'Suffix')","('인', 'Josa')"
"('버림', 'Verb')","('받은', 'Verb')",
"('발진', 'Noun')",,
"('호구', 'Noun')",,
"('해골', 'Noun')",,
"('중상', 'Noun')",,
"('연루', 'Noun')",,
"('약화', 'Noun')",,
"('싫어', 'Adjective')",,
"('시', 'Noun')","('다', 'Josa')",
"('수수한', 'Adjective')",,
"('불완전', 'Noun')",,
"('박탈', 'Noun')",,
"('바이스', 'Noun')",,
"('내', 'Determiner')","('키', 'Noun')","('지', 'Josa')"
"('강경', 'Noun')","('파', 'Noun')",
"('혐오', 'Noun')",,
"('허위', 'Noun')","('의', 'Josa')",
"('푼', 'Noun')",,
"('지루한', 'Adjective')",,
"('주먹', 'Noun')",,
"('악화', 'Noun')","('되는', 'Verb')",
"('싫은', 'Adjective')",,
"('불균형', 'Noun')",,
"('프로스트', 'Noun')",,
"('출혈', 'Noun')",,
"('별난', 'Noun')",,
"('무관심', 'Noun')",,
"('대홍수', 'Noun')",,
"('근본', 'Noun')","('주의', 'Noun')",
"('과세', 'Noun')",,
"('표면', 'Noun')","('적', 'Suffix')","('으로', 'Josa')"
"('연약한', 'Adjective')",,
"('약탈', 'Noun')","('하는', 'Verb')",
"('불신', 'Noun')",,
"('매듭', 'Noun')",,
"('단조로운', 'Adjective')",,
"('자그마한', 'Adjective')",,
"('어기는', 'Verb')",,
"('뚱뚱한', 'Adjective')",,
"('뒤', 'Noun')","('떨어진', 'Verb')",
"('동결', 'Noun')",,
"('결여', 'Noun')","('된', 'Verb')",
"('격노한', 'Adjective')",,
"('흡입', 'Noun')",,
"('하찮은', 'Adjective')",,
"('재발', 'Noun')",,
"('우려', 'Noun')","('하는', 'Verb')",
"('역설', 'Noun')","('적', 'Suffix')","('으로', 'Josa')"
"('신', 'Modifier')","('비적', 'Noun')","('인', 'Josa')"
"('부과', 'Noun')",,
"('콤플렉스', 'Noun')",,
"('언', 'Modifier')",,
"('비열한', 'Adjective')",,
"('벗겨', 'Verb')",,
"('무서워', 'Adjective')",,
"('교활한', 'Adjective')",,
"('고민', 'Noun')","('하는', 'Verb')",
"('가난하게', 'Adjective')",,
"('황량', 'Noun')","('한', 'Josa')",
"('터', 'Noun')","('무니', 'Noun')",
